linear regression  (Abstract) AND Meteorology & Atmospheric Sciences  (Web of Science Categories)
Timespan:1900-2023. 

"Title","Authors","Corporate Authors","Editors","Book Editors","Source Title","Publication Date","Publication Year","Volume","Issue","Part Number","Supplement","Special Issue","Beginning Page","Ending Page","Article Number","DOI","Conference Title","Conference Date","Total Citations","Average per Year","1900","1901","1902","1903","1904","1905","1906","1907","1908","1909","1910","1911","1912","1913","1914","1915","1916","1917","1918","1919","1920","1921","1922","1923","1924","1925","1926","1927","1928","1929","1930","1931","1932","1933","1934","1935","1936","1937","1938","1939","1940","1941","1942","1943","1944","1945","1946","1947","1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"Heat waves and forest fires in Bulgaria","Nojarov, Peter; Nikolova, Mariyana","","","","NATURAL HAZARDS","NOV 2022","2022","114","2","","","","1879","1899","","10.1007/s11069-022-05451-3","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"The Sensitivity of Vegetation Dynamics to Climate Change across the Tibetan Plateau","Liu, Biying; Tang, Qunli; Zhou, Yuke; Zeng, Tao; Zhou, Ting","","","","ATMOSPHERE","JUL 2022","2022","13","7","","","","","","1112","10.3390/atmos13071112","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Apportionment of Vehicle Fleet Emissions by Linear Regression, Positive Matrix Factorization, and Emission Modeling","Wang, Xiaoliang; Chen, L-W Antony; Lu, Minggen; Ho, Kin-Fai; Lee, Shun-Cheng; Ho, Steven Sai Hang; Chow, Judith C.; Watson, John G.","","","","ATMOSPHERE","JUL 2022","2022","13","7","","","","","","1066","10.3390/atmos13071066","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Observational constraint of process crop models suggests higher risks for global maize yield under climate change","Yin, Xiaomeng; Leng, Guoyong","","","","ENVIRONMENTAL RESEARCH LETTERS","JUL 1 2022","2022","17","7","","","","","","074023","10.1088/1748-9326/ac7ac7","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Disaster literacy levels of individuals aged 18-60 years and factors affecting these levels: A web-based cross-sectional study","Genc, Fatma Zehra; Yildiz, Suzan; Kaya, Emine; Bilgili, Naile","","","","INTERNATIONAL JOURNAL OF DISASTER RISK REDUCTION","JUN 15 2022","2022","76","","","","","","","102991","10.1016/j.ijdrr.2022.102991","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"The air quality of Palangka Raya, Central Kalimantan, Indonesia: The impacts of forest fires on visibility","Santoso, Muhayatun; Hopke, Philip K.; Damastuti, Endah; Lestiani, Diah Dwiana; Kurniawati, Syukria; Kusmartini, Indah; Prakoso, Djoko; Kumalasari, Dyah; Riadi, Ahmad","","","","JOURNAL OF THE AIR & WASTE MANAGEMENT ASSOCIATION","NOV 2 2022","2022","72","11","","","","1191","1200","","10.1080/10962247.2022.2077474","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Evaluation of Machine-Learning Models for Predicting Aeolian Dust: A Case Study over the Southwestern USA","Aryal, Yog","","","","CLIMATE","JUN 2022","2022","10","6","","","","","","78","10.3390/cli10060078","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Ocean Ventilation Controls the Contrasting Anthropogenic CO2 Uptake Rates Between the Western and Eastern South Atlantic Ocean Basins","Gao, Hui; Cai, Wei-Jun; Jin, Meibing; Dong, Changming; Timmerman, Amanda H., V","","","","GLOBAL BIOGEOCHEMICAL CYCLES","JUN 2022","2022","36","6","","","","","","e2021GB007265","10.1029/2021GB007265","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Summer Precipitation Forecast Using an Optimized Artificial Neural Network with a Genetic Algorithm for Yangtze-Huaihe River Basin, China","Zhang, Zhi-Cheng; Zeng, Xin-Min; Li, Gen; Lu, Bo; Xiao, Ming-Zhong; Wang, Bing-Zeng","","","","ATMOSPHERE","JUN 2022","2022","13","6","","","","","","929","10.3390/atmos13060929","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Novel combination artificial neural network models could not outperform individual models for weather-based cashew yield prediction","Das, Bappa; Murgaonkar, Dayesh; Navyashree, S.; Kumar, Parveen","","","","INTERNATIONAL JOURNAL OF BIOMETEOROLOGY","AUG 2022","2022","66","8","","","","1627","1638","","10.1007/s00484-022-02306-1","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Air pollution trends measured from MODIS and TROPOMI: AOD and CO over Pakistan","Qayyum, Fazzal; Tariq, Salman; Ul-Haq, Zia; Mehmood, Usman; Zeydan, Ozgur","","","","JOURNAL OF ATMOSPHERIC CHEMISTRY","SEP 2022","2022","79","3","","","","199","217","","10.1007/s10874-022-09436-1","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Oceanic emissions of dimethyl sulfide and methanethiol and their contribution to sulfur dioxide production in the marine atmosphere","Novak, Gordon A.; Kilgour, Delaney B.; Jernigan, Christopher M.; Vermeuel, Michael P.; Bertram, Timothy H.","","","","ATMOSPHERIC CHEMISTRY AND PHYSICS","MAY 17 2022","2022","22","9","","","","6309","6325","","10.5194/acp-22-6309-2022","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Long-term behavior and stability of calibration models for NO and NO2 low-cost sensors","Kim, Horim; Mueller, Michael; Henne, Stephan; Hueglin, Christoph","","","","ATMOSPHERIC MEASUREMENT TECHNIQUES","MAY 13 2022","2022","15","9","","","","2979","2992","","10.5194/amt-15-2979-2022","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Coupling relationship between meteorological factors and precipitation: an empirical study from Xinjiang Province, China","Zhang, Yuhu; Xie, Pei; Pu, Yanru; Wang, Peng","","","","THEORETICAL AND APPLIED CLIMATOLOGY","JUL 2022","2022","149","1-2","","","","761","771","","10.1007/s00704-022-04080-x","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Consistency assessment between summer simmer index and other heat stress indices (WBGT and Humidex) in Iran's climates","Ghalhari, Gholamabbas Fallah; Heidari, Hamidreza; Dehghan, Somayeh Farhang; Asghari, Mehdi","","","","URBAN CLIMATE","MAY 2022","2022","43","","","","","","","101178","10.1016/j.uclim.2022.101178","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Particulate Matter and Ammonia Pollution in the Animal Agricultural-Producing Regions of North Carolina: Integrated Ground-Based Measurements and Satellite Analysis","Wiegand, Rebecca; Battye, William H.; Myers, Casey Bray; Aneja, Viney P.","","","","ATMOSPHERE","MAY 2022","2022","13","5","","","","","","821","10.3390/atmos13050821","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Effect of land cover change and elevation on decadal trend of land surface temperature: a linear model with sum contrast analysis","Abdulmana, Sahidan; Lim, Apiradee; Wongsai, Sangdao; Wongsai, Noppachai","","","","THEORETICAL AND APPLIED CLIMATOLOGY","JUL 2022","2022","149","1-2","","","","425","436","","10.1007/s00704-022-04038-z","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Modeling the effects of changes in air temperature and precipitation on heterotrophic respiration in the central Tibetan Plateau","Pan, Yongjie; Li, Suosuo; Li, Xia; Jiang, Yingsha","","","","THEORETICAL AND APPLIED CLIMATOLOGY","JUL 2022","2022","149","1-2","","","","451","464","","10.1007/s00704-022-04049-w","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"A newly reconciled dataset for identifying sea level rise and variability in Dublin Bay","Nejad, Amin Shoari; Parnell, Andrew C.; Greene, Alice; Thorne, Peter; Kelleher, Brian P.; Devoy, Robert J. N.; McCarthy, Gerard","","","","OCEAN SCIENCE","APR 22 2022","2022","18","2","","","","511","522","","10.5194/os-18-511-2022","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Satellite data validation: a parametrization of the natural variability of atmospheric mixing ratios","Laeng, Alexandra; von Clarmann, Thomas; Errera, Quentin; Grabowski, Udo; Honomichl, Shawn","","","","ATMOSPHERIC MEASUREMENT TECHNIQUES","APR 20 2022","2022","15","8","","","","2407","2416","","10.5194/amt-15-2407-2022","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"Tropical cyclone storm surge probabilities for the east coast of the United States: a cyclone-based perspective","Towey, Katherine L.; Booth, James F.; Enriquez, Alejandra Rodriguez; Wahl, Thomas","","","","NATURAL HAZARDS AND EARTH SYSTEM SCIENCES","APR 12 2022","2022","22","4","","","","1287","1300","","10.5194/nhess-22-1287-2022","","","1","0.50","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
